event_id,winner,loser,weight_class,title_fight,true_method,round_end,time,outcome,fight_url
103,Jeremy Stephens,Cole Miller,Lightweight,No,KO/TKO,2,4:44,win,http://www.ufcstats.com/fight-details/c4b0ef8f42eecbcc
103,Corey Hill,Joe Veres,Lightweight,No,KO/TKO,2,0:37,win,http://www.ufcstats.com/fight-details/e1c333892d395a35
103,Matt Wiman,Justin Buchholz,Lightweight,No,SUB,1,2:56,win,http://www.ufcstats.com/fight-details/fc0d77057ec806fe
104,Antonio Rodrigo Nogueira,Tim Sylvia,Heavyweight,Yes,SUB,3,1:28,win,http://www.ufcstats.com/fight-details/fc6d1396755692b4
104,Frank Mir,Brock Lesnar,Heavyweight,No,SUB,1,1:30,win,http://www.ufcstats.com/fight-details/f0b42c9e55025ad3
104,Nate Marquardt,Jeremy Horn,Middleweight,No,SUB,2,1:37,win,http://www.ufcstats.com/fight-details/8f560a1fa19c122a
104,Ricardo Almeida,Rob Yundt,Middleweight,No,SUB,1,1:08,win,http://www.ufcstats.com/fight-details/96828ec042f211bf
104,Tyson Griffin,Gleison Tibau,Lightweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/dd47c3359dc1b7d0
104,Chris Lytle,Kyle Bradley,Welterweight,No,KO/TKO,1,0:33,win,http://www.ufcstats.com/fight-details/bb6eacc986791dcd
104,Tim Boetsch,David Heath,Light Heavyweight,No,KO/TKO,1,4:52,win,http://www.ufcstats.com/fight-details/d9a8d19107d2bd9e
104,Marvin Eastman,Terry Martin,Middleweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/7929542a0003799f
104,Rob Emerson,Keita Nakamura,Lightweight,No,S-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/c5f56797c68ecbeb
105,Anderson Silva,Dan Henderson,Middleweight,Yes,SUB,2,4:52,win,http://www.ufcstats.com/fight-details/a53b8686b748849f
105,Heath Herring,Cheick Kongo,Heavyweight,No,S-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/65352762d807cd59
105,Chris Leben,Alessio Sakara,Middleweight,No,KO/TKO,1,3:16,win,http://www.ufcstats.com/fight-details/50325e08203fedbd
105,Yushin Okami,Evan Tanner,Middleweight,No,KO/TKO,2,3:00,win,http://www.ufcstats.com/fight-details/04476d021385a621
105,Jon Fitch,Chris Wilson,Welterweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/029cd254fe02d4b8
105,Andrei Arlovski,Jake O'Brien,Heavyweight,No,KO/TKO,2,4:17,win,http://www.ufcstats.com/fight-details/8b15591a73aa7eb0
105,Luigi Fioravanti,Luke Cummo,Welterweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/5182daf3d8726f6d
105,Josh Koscheck,Dustin Hazelett,Welterweight,No,KO/TKO,2,1:24,win,http://www.ufcstats.com/fight-details/825aa322af15780a
105,Diego Sanchez,David Bielkheden,Welterweight,No,KO/TKO,1,4:43,win,http://www.ufcstats.com/fight-details/bcf49463525efbee
105,Jorge Gurgel,John Halverson,Lightweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/d036a7aeab47cf8c
106,Kenny Florian,Joe Lauzon,Lightweight,No,KO/TKO,2,3:28,win,http://www.ufcstats.com/fight-details/362f78f23304c6f4
106,Gray Maynard,Frankie Edgar,Lightweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/190c61d5a67018b5
106,Thiago Alves,Karo Parisyan,Welterweight,No,KO/TKO,2,0:24,win,http://www.ufcstats.com/fight-details/78f46acac9223859
106,Matt Hamill,Tim Boetsch,Light Heavyweight,No,KO/TKO,2,1:25,win,http://www.ufcstats.com/fight-details/dbe6c361530958bc
106,Nate Diaz,Kurt Pellegrino,Lightweight,No,SUB,2,3:06,win,http://www.ufcstats.com/fight-details/089dd2e0cc6395fa
106,James Irvin,Houston Alexander,Light Heavyweight,No,KO/TKO,1,0:08,win,http://www.ufcstats.com/fight-details/10b19bb48aadc6bd
106,Josh Neer,Din Thomas,Lightweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/9103686732816d77
106,Marcus Aurelio,Ryan Roberts,Lightweight,No,SUB,1,0:16,win,http://www.ufcstats.com/fight-details/6ca284a75c21c2e0
106,Manvel Gamburyan,Jeff Cox,Lightweight,No,SUB,1,1:41,win,http://www.ufcstats.com/fight-details/b89dea8c3e6bba6f
106,Clay Guida,Samy Schiavo,Lightweight,No,KO/TKO,1,4:15,win,http://www.ufcstats.com/fight-details/f35b859289fba80e
106,George Sotiropoulos,Roman Mitichyan,Welterweight,No,KO/TKO,2,2:24,win,http://www.ufcstats.com/fight-details/53e9e8fefa2c2f42
106,Anthony Johnson,Tommy Speer,Welterweight,No,KO/TKO,1,0:51,win,http://www.ufcstats.com/fight-details/30aa9b4d266eb622
107,Georges St-Pierre,Matt Serra,Welterweight,Yes,KO/TKO,2,4:45,win,http://www.ufcstats.com/fight-details/67948da92e6c9bdc
107,Rich Franklin,Travis Lutter,Middleweight,No,KO/TKO,2,3:01,win,http://www.ufcstats.com/fight-details/6ae2cd7feede5a33
107,Nate Quarry,Kalib Starnes,Middleweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/b675c94f20551631
107,Michael Bisping,Charles McCarthy,Middleweight,No,KO/TKO,1,5:00,win,http://www.ufcstats.com/fight-details/8153c30fad5b2ad8
107,Mac Danzig,Mark Bocek,Lightweight,No,SUB,3,3:48,win,http://www.ufcstats.com/fight-details/df3b75809b7fe252
107,Jason MacDonald,Joe Doerksen,Middleweight,No,KO/TKO,2,0:54,win,http://www.ufcstats.com/fight-details/96da5813683649f5
107,Jason Day,Alan Belcher,Middleweight,No,KO/TKO,1,3:58,win,http://www.ufcstats.com/fight-details/920194911d727a38
107,Demian Maia,Ed Herman,Middleweight,No,SUB,2,2:27,win,http://www.ufcstats.com/fight-details/af178adff964d854
107,Rich Clementi,Sam Stout,Lightweight,No,S-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/219bd976b8ca745d
107,Cain Velasquez,Brad Morris,Heavyweight,No,KO/TKO,1,2:10,win,http://www.ufcstats.com/fight-details/eb1b371dfc37fcdb
107,Jonathan Goulet,Kuniyoshi Hironaka,Welterweight,No,KO/TKO,2,2:07,win,http://www.ufcstats.com/fight-details/be38ed9ccfe2ee03
108,BJ Penn,Sean Sherk,Lightweight,Yes,KO/TKO,3,5:00,win,http://www.ufcstats.com/fight-details/c9d3ccbfef600989
108,Wanderlei Silva,Keith Jardine,Light Heavyweight,No,KO/TKO,1,0:36,win,http://www.ufcstats.com/fight-details/6baa381a75582d98
108,Goran Reljic,Wilson Gouveia,Light Heavyweight,No,KO/TKO,2,3:15,win,http://www.ufcstats.com/fight-details/c5bef3da17e595ee
108,Lyoto Machida,Tito Ortiz,Light Heavyweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/bd5edc0bfa0db8c8
108,Thiago Silva,Antonio Mendes,Light Heavyweight,No,KO/TKO,1,2:24,win,http://www.ufcstats.com/fight-details/e57d1260201e5101
108,Rousimar Palhares,Ivan Salaverry,Middleweight,No,SUB,1,2:36,win,http://www.ufcstats.com/fight-details/03d30a534dee8ac5
108,Rameau Thierry Sokoudjou,Kazuhiro Nakamura,Light Heavyweight,No,KO/TKO,1,5:00,win,http://www.ufcstats.com/fight-details/004b9368337d3cd6
108,Rich Clementi,Terry Etim,Lightweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/02d2da0420fbdd39
108,Yoshiyuki Yoshida,War Machine,Welterweight,No,SUB,1,0:56,win,http://www.ufcstats.com/fight-details/b376a6fb0ca4862e
108,Dong Hyun Kim,Jason Tan,Welterweight,No,KO/TKO,3,0:25,win,http://www.ufcstats.com/fight-details/1d00497a573d7f4c
108,Shane Carwin,Christian Wellisch,Heavyweight,No,KO/TKO,1,0:44,win,http://www.ufcstats.com/fight-details/628d02b6046d5f73
109,Thiago Alves,Matt Hughes,Welterweight,No,KO/TKO,2,1:02,win,http://www.ufcstats.com/fight-details/b3a3341a5db2d484
109,Michael Bisping,Jason Day,Middleweight,No,KO/TKO,1,3:42,win,http://www.ufcstats.com/fight-details/761681c1ab0fdead
109,Mike Swick,Marcus Davis,Welterweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/ff872fa3e9ec32a9
109,Thales Leites,Nate Marquardt,Middleweight,No,S-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/171007deb1cc56aa
109,Fabricio Werdum,Brandon Vera,Heavyweight,No,KO/TKO,1,4:40,win,http://www.ufcstats.com/fight-details/0fe3681eb934bdc3
109,Martin Kampmann,Jorge Rivera,Middleweight,No,SUB,1,2:44,win,http://www.ufcstats.com/fight-details/4a482ad5b021bb25
109,Matt Wiman,Thiago Tavares,Lightweight,No,KO/TKO,2,1:57,win,http://www.ufcstats.com/fight-details/94f880f25dd011cd
109,Kevin Burns,Roan Carneiro,Welterweight,No,SUB,2,3:50,win,http://www.ufcstats.com/fight-details/f8f73efa2d4cc566
109,Luiz Cane,Jason Lambert,Light Heavyweight,No,KO/TKO,1,2:07,win,http://www.ufcstats.com/fight-details/b976eb99de0f63ca
109,Paul Taylor,Jess Liaudin,Welterweight,No,S-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/96c95cff535291d9
109,Antoni Hardonk,Eddie Sanchez,Heavyweight,No,KO/TKO,2,4:15,win,http://www.ufcstats.com/fight-details/8a8400c6c42df59a
110,Kendall Grove,Evan Tanner,Middleweight,No,S-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/98b1ee14ad4ea1c6
110,Amir Sadollah,CB Dollaway,Middleweight,Yes,SUB,1,3:02,win,http://www.ufcstats.com/fight-details/0064bbc554d85421
110,Diego Sanchez,Luigi Fioravanti,Welterweight,No,KO/TKO,3,4:07,win,http://www.ufcstats.com/fight-details/31c2d8648b06a001
110,Spencer Fisher,Jeremy Stephens,Lightweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/7ddaf46a81b7e616
110,Matthew Riddle,Dante Rivera,Middleweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/61d89b0cb175430c
110,Dustin Hazelett,Joshua Burkman,Welterweight,No,SUB,2,4:46,win,http://www.ufcstats.com/fight-details/688c8b695e521ce8
110,Drew McFedries,Marvin Eastman,Middleweight,No,KO/TKO,1,1:08,win,http://www.ufcstats.com/fight-details/98a1121ffbc47657
110,Matt Brown,Matt Arroyo,Welterweight,No,KO/TKO,2,3:40,win,http://www.ufcstats.com/fight-details/6aee27cc2610b56a
110,Dean Lister,Jeremy Horn,Middleweight,No,SUB,1,3:52,win,http://www.ufcstats.com/fight-details/5288ef3edf1eda6e
110,Rob Kimmons,Rob Yundt,Middleweight,No,SUB,1,3:58,win,http://www.ufcstats.com/fight-details/0700b74037329215
111,Forrest Griffin,Quinton Jackson,Light Heavyweight,Yes,U-DEC,5,5:00,win,http://www.ufcstats.com/fight-details/ae674ec42bd0a979
111,Patrick Cote,Ricardo Almeida,Middleweight,No,S-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/6760e48a36571feb
111,Joe Stevenson,Gleison Tibau,Lightweight,No,SUB,2,2:57,win,http://www.ufcstats.com/fight-details/51b0cc51799e7d5d
111,Josh Koscheck,Chris Lytle,Welterweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/ac82d28aaa5faaf0
111,Tyson Griffin,Marcus Aurelio,Lightweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/61f0ceb980c1ae81
111,Gabriel Gonzaga,Justin McCully,Heavyweight,No,SUB,1,1:57,win,http://www.ufcstats.com/fight-details/bbe3d2a2ad8d204e
111,Cole Miller,Jorge Gurgel,Lightweight,No,SUB,3,4:48,win,http://www.ufcstats.com/fight-details/66f0238fac31130f
111,Melvin Guillard,Dennis Siver,Lightweight,No,KO/TKO,1,0:36,win,http://www.ufcstats.com/fight-details/13858ffdaaef5671
111,Justin Buchholz,Corey Hill,Lightweight,No,SUB,2,3:57,win,http://www.ufcstats.com/fight-details/bcefcb29bec709d6
112,Anderson Silva,James Irvin,Light Heavyweight,No,KO/TKO,1,1:01,win,http://www.ufcstats.com/fight-details/4eafb2657c3781f5
112,Brandon Vera,Reese Andy,Light Heavyweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/512f2d10f92d0d36
112,Frankie Edgar,Hermes Franca,Lightweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/9f14f080b08e6869
112,Cain Velasquez,Jake O'Brien,Heavyweight,No,KO/TKO,1,2:02,win,http://www.ufcstats.com/fight-details/333c9e6f3cc8f91e
112,Kevin Burns,Anthony Johnson,Welterweight,No,KO/TKO,3,3:35,win,http://www.ufcstats.com/fight-details/51ae1d8a663ae1fe
112,CB Dollaway,Jesse Taylor,Middleweight,No,SUB,1,3:58,win,http://www.ufcstats.com/fight-details/403bed9fe983b10a
112,Tim Credeur,Cale Yarbrough,Middleweight,No,KO/TKO,1,1:54,win,http://www.ufcstats.com/fight-details/b9b8509c568dc144
112,Rory Markham,Brodie Farber,Welterweight,No,KO/TKO,1,1:37,win,http://www.ufcstats.com/fight-details/82f2afc6d7db44f3
112,Nate Loughran,Johnny Rees,Middleweight,No,SUB,1,4:21,win,http://www.ufcstats.com/fight-details/f8b6468621db85ca
112,Brad Blackburn,James Giboo,Welterweight,No,KO/TKO,2,2:29,win,http://www.ufcstats.com/fight-details/62f487635d7a9bb0
112,Shannon Gugerty,Dale Hartt,Lightweight,No,SUB,1,3:33,win,http://www.ufcstats.com/fight-details/8d26509990b6e518
113,Georges St-Pierre,Jon Fitch,Welterweight,Yes,U-DEC,5,5:00,win,http://www.ufcstats.com/fight-details/a23b4817f0b773c8
113,Brock Lesnar,Heath Herring,Heavyweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/b2013a8b4ed68c8d
113,Rob Emerson,Manvel Gamburyan,Lightweight,No,KO/TKO,1,0:12,win,http://www.ufcstats.com/fight-details/e915c1987050eac8
113,Kenny Florian,Roger Huerta,Lightweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/c2fd7ee22721846c
113,Demian Maia,Jason MacDonald,Middleweight,No,SUB,3,2:44,win,http://www.ufcstats.com/fight-details/31362d9ea15127b2
113,Tamdan McCrory,Luke Cummo,Welterweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/e2a61ec3bc83da98
113,Cheick Kongo,Dan Evensen,Heavyweight,No,KO/TKO,1,4:55,win,http://www.ufcstats.com/fight-details/4f7a7a0b67f085b3
113,Jon Jones,Andre Gusmao,Light Heavyweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/c5e0e4ee11903076
113,Chris Wilson,Steve Bruno,Welterweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/c92a4fe402579c49
113,Ben Saunders,Ryan Thomas,Welterweight,No,SUB,2,2:28,win,http://www.ufcstats.com/fight-details/204fe39cf94f45dc
114,Rashad Evans,Chuck Liddell,Light Heavyweight,No,KO/TKO,2,1:51,win,http://www.ufcstats.com/fight-details/3e126f482e9a84b8
114,Rich Franklin,Matt Hamill,Light Heavyweight,No,KO/TKO,3,0:39,win,http://www.ufcstats.com/fight-details/c5574b79e31a1b2b
114,Dan Henderson,Rousimar Palhares,Middleweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/a34dc525a16ce375
114,Nate Marquardt,Martin Kampmann,Middleweight,No,KO/TKO,1,1:22,win,http://www.ufcstats.com/fight-details/b74ecc368d3ecbc4
114,Dong Hyun Kim,Matt Brown,Welterweight,No,S-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/cafb86764ea92268
114,Kurt Pellegrino,Thiago Tavares,Lightweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/976f7f5e7537c62b
114,Tim Boetsch,Michael Patt,Light Heavyweight,No,KO/TKO,1,2:03,win,http://www.ufcstats.com/fight-details/0568994b8323d640
114,Jason MacDonald,Jason Lambert,Middleweight,No,SUB,2,1:20,win,http://www.ufcstats.com/fight-details/81734d11cb6a8ebb
114,Ryo Chonan,Roan Carneiro,Welterweight,No,S-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/9a596aaa2b9a18db
115,Nate Diaz,Josh Neer,Lightweight,No,S-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/9fc232c3829a1ef0
115,Clay Guida,Mac Danzig,Lightweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/d460961065f1198b
115,Alan Belcher,Ed Herman,Middleweight,No,S-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/3818a33c9103c88f
115,Eric Schafer,Houston Alexander,Light Heavyweight,No,SUB,1,4:53,win,http://www.ufcstats.com/fight-details/505d3d9b006014c8
115,Alessio Sakara,Joe Vedepo,Middleweight,No,KO/TKO,1,1:27,win,http://www.ufcstats.com/fight-details/830bf05d0ee635a1
115,Wilson Gouveia,Ryan Jensen,Middleweight,No,SUB,2,2:04,win,http://www.ufcstats.com/fight-details/43e8fcd8e4d015fb
115,Joe Lauzon,Kyle Bradley,Lightweight,No,KO/TKO,2,1:34,win,http://www.ufcstats.com/fight-details/f6ea148cfeb1aaf7
115,Jason Brilz,Brad Morris,Light Heavyweight,No,KO/TKO,2,2:54,win,http://www.ufcstats.com/fight-details/d23b05f33b741c47
115,Mike Massenzio,Drew McFedries,Middleweight,No,SUB,1,1:28,win,http://www.ufcstats.com/fight-details/2822226962195259
115,Dan Miller,Rob Kimmons,Middleweight,No,SUB,1,1:27,win,http://www.ufcstats.com/fight-details/1992dcae0699200e
116,Michael Bisping,Chris Leben,Middleweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/1776c84e3d22d7cc
116,Keith Jardine,Brandon Vera,Light Heavyweight,No,S-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/01d71345ba7ea6f9
116,Luiz Cane,Rameau Thierry Sokoudjou,Light Heavyweight,No,KO/TKO,2,4:15,win,http://www.ufcstats.com/fight-details/781017bfa44d4058
116,Chris Lytle,Paul Taylor,Welterweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/f24db9d7c3636a2a
116,Marcus Davis,Paul Kelly,Welterweight,No,SUB,2,2:16,win,http://www.ufcstats.com/fight-details/cc9cabc1fc747aaf
116,Dan Hardy,Akihiro Gono,Welterweight,No,S-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/0510d12ad43ede89
116,Shane Carwin,Neil Wain,Heavyweight,No,KO/TKO,1,1:31,win,http://www.ufcstats.com/fight-details/550daf3853d050ba
116,David Bielkheden,Jess Liaudin,Lightweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/194f8d501f318ada
116,Terry Etim,Sam Stout,Lightweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/cd5336ef8b2329f4
116,Jim Miller,David Baron,Lightweight,No,SUB,3,3:19,win,http://www.ufcstats.com/fight-details/9b8c29f50d452025
116,Per Eklund,Samy Schiavo,Lightweight,No,SUB,3,1:47,win,http://www.ufcstats.com/fight-details/757c11f17278b06a
117,Anderson Silva,Patrick Cote,Middleweight,Yes,KO/TKO,3,0:39,win,http://www.ufcstats.com/fight-details/2281dea0c5903a2f
117,Thiago Alves,Josh Koscheck,Welterweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/64da1f4774624b72
117,Gray Maynard,Rich Clementi,Lightweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/27868eac1d141498
117,Junior Dos Santos,Fabricio Werdum,Heavyweight,No,KO/TKO,1,1:21,win,http://www.ufcstats.com/fight-details/af4cbb9072814a86
117,Sean Sherk,Tyson Griffin,Lightweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/d5a0e8c67ed8abe0
117,Thales Leites,Drew McFedries,Middleweight,No,SUB,1,1:18,win,http://www.ufcstats.com/fight-details/3feb2a8de9cf37da
117,Spencer Fisher,Shannon Gugerty,Lightweight,No,SUB,3,3:56,win,http://www.ufcstats.com/fight-details/80fd1902547e0744
117,Dan Miller,Matt Horwich,Middleweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/34d1bfdde8ea3e11
117,Hermes Franca,Marcus Aurelio,Lightweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/854c64fe481e65ee
117,Pete Sell,Joshua Burkman,Welterweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/cfbeeffd65101ae1
118,Brock Lesnar,Randy Couture,Heavyweight,Yes,KO/TKO,2,3:07,win,http://www.ufcstats.com/fight-details/75577b11361cb645
118,Kenny Florian,Joe Stevenson,Lightweight,No,SUB,1,4:03,win,http://www.ufcstats.com/fight-details/821c27f0dbb27e86
118,Dustin Hazelett,Tamdan McCrory,Welterweight,No,SUB,1,3:59,win,http://www.ufcstats.com/fight-details/c739195deef32b45
118,Gabriel Gonzaga,Josh Hendricks,Heavyweight,No,KO/TKO,1,1:01,win,http://www.ufcstats.com/fight-details/e94d7bfb0c92e30d
118,Demian Maia,Nate Quarry,Middleweight,No,SUB,1,2:13,win,http://www.ufcstats.com/fight-details/bfd846ad4d597bbb
118,Aaron Riley,Jorge Gurgel,Lightweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/958bd435389dd12a
118,Jeremy Stephens,Rafael Dos Anjos,Lightweight,No,KO/TKO,3,0:39,win,http://www.ufcstats.com/fight-details/9e99536eae6d709b
118,Mark Bocek,Alvin Robinson,Lightweight,No,SUB,3,3:16,win,http://www.ufcstats.com/fight-details/8191b8edfde3b9c3
118,Matt Brown,Ryan Thomas,Welterweight,No,SUB,2,0:57,win,http://www.ufcstats.com/fight-details/b34fb9e15fbd6b3b
119,Josh Koscheck,Yoshiyuki Yoshida,Welterweight,No,KO/TKO,1,2:15,win,http://www.ufcstats.com/fight-details/11c3035dd9104e50
119,Mike Swick,Jonathan Goulet,Welterweight,No,KO/TKO,1,0:33,win,http://www.ufcstats.com/fight-details/0f235698600c962e
119,Steve Cantwell,Razak Al-Hassan,Light Heavyweight,No,SUB,1,4:04,win,http://www.ufcstats.com/fight-details/d8f64b001cd590fa
119,Tim Credeur,Nate Loughran,Middleweight,No,KO/TKO,2,5:00,win,http://www.ufcstats.com/fight-details/83406cd29d3c2d0f
119,Jim Miller,Matt Wiman,Lightweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/d90567f7d4372160
119,Luigi Fioravanti,Brodie Farber,Catch Weight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/ecfe522e5f1e766b
119,Steve Bruno,Johnny Rees,Welterweight,No,SUB,2,3:44,win,http://www.ufcstats.com/fight-details/44c9ca6a502db390
119,Ben Saunders,Brandon Wolff,Welterweight,No,KO/TKO,1,1:49,win,http://www.ufcstats.com/fight-details/79298011365a6d90
119,Dale Hartt,Corey Hill,Lightweight,No,KO/TKO,2,0:20,win,http://www.ufcstats.com/fight-details/c4e16d57dd9a1b39
119,Justin McCully,Eddie Sanchez,Heavyweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/2f736846aebbf12d
120,Efrain Escudero,Phillipe Nover,Lightweight,Yes,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/86b8419f22f398c0
120,Ryan Bader,Vinny Magalhaes,Light Heavyweight,Yes,KO/TKO,1,2:18,win,http://www.ufcstats.com/fight-details/e65da830a1928fe6
120,Anthony Johnson,Kevin Burns,Welterweight,No,KO/TKO,3,0:28,win,http://www.ufcstats.com/fight-details/f7cd0a90da3be3b2
120,Wilson Gouveia,Jason MacDonald,Middleweight,No,KO/TKO,1,2:18,win,http://www.ufcstats.com/fight-details/0b58bd40373b1811
120,Junie Browning,David Kaplan,Lightweight,No,SUB,2,1:32,win,http://www.ufcstats.com/fight-details/ec8ad2966a6816b3
120,Krzysztof Soszynski,Shane Primm,Light Heavyweight,No,SUB,2,3:27,win,http://www.ufcstats.com/fight-details/edeba52fc9b2855f
120,Eliot Marshall,Jules Bruchez,Light Heavyweight,No,SUB,1,1:27,win,http://www.ufcstats.com/fight-details/59bd4e83d8f846ee
120,Tom Lawlor,Kyle Kingsbury,Light Heavyweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/09b36c7157770516
120,Shane Nelson,George Roop,Lightweight,No,S-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/52e07b6540fad19e
120,Rolando Delgado,John Polakowski,Lightweight,No,SUB,2,2:18,win,http://www.ufcstats.com/fight-details/bacb62c4f2058fd8
121,Rashad Evans,Forrest Griffin,Light Heavyweight,Yes,KO/TKO,3,2:46,win,http://www.ufcstats.com/fight-details/041dd0fae4650970
121,Frank Mir,Antonio Rodrigo Nogueira,Heavyweight,Yes,KO/TKO,2,1:54,win,http://www.ufcstats.com/fight-details/02c54d382fb1c347
121,CB Dollaway,Mike Massenzio,Middleweight,No,KO/TKO,1,3:01,win,http://www.ufcstats.com/fight-details/b8927a3a2735acb0
121,Quinton Jackson,Wanderlei Silva,Light Heavyweight,No,KO/TKO,1,3:21,win,http://www.ufcstats.com/fight-details/c62d5962b99938de
121,Cheick Kongo,Mostapha Al-Turk,Heavyweight,No,KO/TKO,1,4:37,win,http://www.ufcstats.com/fight-details/b3f4583109b429af
121,Yushin Okami,Dean Lister,Middleweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/4918b7e3600f67a1
121,Antoni Hardonk,Mike Wessel,Heavyweight,No,KO/TKO,2,2:09,win,http://www.ufcstats.com/fight-details/59e653313c871c3f
121,Matt Hamill,Reese Andy,Light Heavyweight,No,KO/TKO,2,2:19,win,http://www.ufcstats.com/fight-details/539eff1fe2fb39ba
121,Brad Blackburn,Ryo Chonan,Welterweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/f27bf6f21410547f
121,Pat Barry,Dan Evensen,Heavyweight,No,KO/TKO,1,2:36,win,http://www.ufcstats.com/fight-details/8add23232cdb36ee
122,Dan Henderson,Rich Franklin,Light Heavyweight,No,S-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/cb7cfa8b9900878f
122,Mauricio Rua,Mark Coleman,Light Heavyweight,No,KO/TKO,3,4:36,win,http://www.ufcstats.com/fight-details/396214fd188c2549
122,Rousimar Palhares,Jeremy Horn,Middleweight,No,U-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/dd5f7a14f5782f79
122,Alan Belcher,Denis Kang,Middleweight,No,SUB,2,4:36,win,http://www.ufcstats.com/fight-details/591e7797363a6c89
122,Marcus Davis,Chris Lytle,Welterweight,No,S-DEC,3,5:00,win,http://www.ufcstats.com/fight-details/e90dd017386025c4
122,John Hathaway,Tom Egan,Welterweight,No,KO/TKO,1,4:36,win,http://www.ufcstats.com/fight-details/20b84b2cbfb92dc7
122,Martin Kampmann,Alexandre Barros,Welterweight,No,KO/TKO,2,3:09,win,http://www.ufcstats.com/fight-details/e9658a79cfaafbb1
122,Eric Schafer,Antonio Mendes,Light Heavyweight,No,KO/TKO,1,3:35,win,http://www.ufcstats.com/fight-details/4da34f2980b5c58d
122,Tomasz Drwal,Ivan Serati,Light Heavyweight,No,KO/TKO,1,2:02,win,http://www.ufcstats.com/fight-details/5a3b530c73106c5c
122,Dennis Siver,Nate Mohr,Lightweight,No,KO/TKO,3,3:45,win,http://www.ufcstats.com/fight-details/f046dfa306dc7acb
123,Georges St-Pierre,BJ Penn,Welterweight,Yes,KO/TKO,4,5:00,win,http://www.ufcstats.com/fight-details/a158e4ff7ea93d43
123,Lyoto Machida,Thiago Silva,Light Heavyweight,No,KO/TKO,1,4:59,win,http://www.ufcstats.com/fight-details/41b9240c854b0956
